Latitude,Longitude,Elevation,Slope,BIO01_Historical_Mean,BIO05_Historical_Max,BIO06_Historical_Min,BIO12_Historical_Prec,BIO13_Historical_Prec,BIO15_Historical_Prec,Aspect,Soil_Clay,Soil_Sand,Landslide_Probability,Risk_Class
46.56460914288428,11.52396537711623,660.0,17.0,10.879166,26.5,-2.4,809.0,96.0,29.5,356.0,16.0,47.0,0.8262119442159469,HOCH
46.26870126445248,11.241097905787203,226.0,28.0,12.641665,28.3,-0.9,891.0,109.0,22.2,292.0,13.0,51.0,0.7541882218637492,HOCH
46.92747877937543,11.98977417877497,1436.0,23.0,5.5541663,19.4,-5.9,1005.0,140.0,37.3,193.0,13.0,56.0,0.4915452750356045,MITTEL
46.9021462855348,11.878095559361151,1542.0,21.0,5.1875,18.7,-5.7,1063.0,146.0,35.9,242.0,16.0,45.0,0.4211364983806008,MITTEL
46.89989438416883,11.852021483227515,1579.0,34.0,6.195833,20.4,-5.3,954.0,136.0,39.5,178.0,15.0,47.0,0.39596959257287395,MITTEL
46.89643407515389,11.865901557067136,1500.0,33.0,6.0833335,20.2,-5.4,961.0,137.0,39.6,178.0,14.0,49.0,0.4350642453705693,MITTEL
46.89646703882785,11.867395073291538,1495.0,21.0,6.3416667,20.6,-5.3,952.0,136.0,39.6,173.0,14.0,49.0,0.4337688203561821,MITTEL
46.89637252373677,11.844160396863264,1421.0,33.0,6.3833337,20.7,-5.3,945.0,135.0,39.8,195.0,14.0,48.0,0.39927002377336784,MITTEL
46.67603277951456,11.895321555901058,1284.0,35.0,7.6666665,22.4,-4.7,816.0,115.0,40.0,62.0,19.0,39.0,0.3405252641886024,MITTEL
46.24790657535332,11.230960311297313,235.0,23.0,12.583333,28.3,-0.9,889.0,108.0,21.9,299.0,20.0,48.0,0.7570085242760138,HOCH
46.560657823103696,11.339124968962542,840.0,11.0,9.962501,25.1,-2.4,741.0,92.0,33.4,71.0,14.0,57.0,0.7355632951327244,HOCH
46.74787409260564,11.197447381450196,794.0,23.0,9.516667,24.7,-3.0,780.0,104.0,35.0,117.0,14.0,51.0,0.856057694140096,HOCH
46.56973848954456,11.06542309194517,870.0,36.0,9.075,23.9,-2.8,656.0,85.0,36.5,207.0,14.0,47.0,0.6633575174394007,HOCH
46.64849782638517,11.22636687849305,1265.0,19.0,7.795833,22.2,-3.7,646.0,89.0,41.2,356.0,16.0,48.0,0.6891357589591242,HOCH
46.66144823083201,11.550094220510193,812.0,24.0,9.45,24.6,-3.4,817.0,107.0,34.8,186.0,15.0,49.0,0.8386345022987469,HOCH
46.468636679615486,11.576134001648716,1341.0,24.0,6.9208336,21.0,-4.5,728.0,98.0,40.5,183.0,10.0,51.0,0.6417446966985898,HOCH
46.44344118495835,11.54741290211031,1426.0,25.0,6.8416667,20.6,-4.2,694.0,94.0,41.8,207.0,12.0,46.0,0.6923639202825531,HOCH
46.63950116804336,11.82720584631784,2123.0,43.0,4.195833,17.2,-6.5,1065.0,142.0,33.9,104.0,17.0,43.0,0.2300571819129522,NIEDRIG
46.42571258112106,11.518282439974453,1066.0,49.0,8.441667,22.9,-3.2,697.0,89.0,38.1,319.0,13.0,50.0,0.6148648737917397,HOCH
46.52595188593724,11.254519342555655,316.0,44.0,12.224999,28.2,-1.7,860.0,106.0,27.2,297.0,17.0,48.0,0.7439049755702094,HOCH
46.53001328128115,11.260522868319416,577.0,30.0,11.229165,27.0,-2.2,782.0,91.0,28.9,234.0,17.0,47.0,0.839664894999481,HOCH
46.54784487281458,11.526224242529624,777.0,29.0,10.183334,25.7,-2.7,769.0,95.0,32.3,234.0,15.0,49.0,0.9186095760879465,HOCH
46.57324028392899,11.530836104275089,831.0,30.0,10.716667,26.3,-2.5,808.0,97.0,29.8,245.0,15.0,49.0,0.837377871666976,HOCH
46.58330328739591,11.167226915109625,405.0,40.0,11.787498,27.6,-1.6,823.0,96.0,27.3,81.0,18.0,46.0,0.7758636648240035,HOCH
46.39199813061816,11.482740839096952,1193.0,22.0,8.204166,22.7,-3.5,668.0,87.0,39.0,234.0,11.0,49.0,0.6652432778614723,HOCH
46.38303068367002,11.272011655078606,278.0,18.0,12.837501,28.9,-1.2,881.0,111.0,24.7,267.0,16.0,46.0,0.7499253153575084,HOCH
46.413875918142,11.494176214619394,1023.0,24.0,8.733335,23.4,-3.2,688.0,89.0,37.3,242.0,12.0,50.0,0.7352525699304179,HOCH
46.66155396550288,11.187660233289549,435.0,35.0,11.866666,27.8,-1.6,824.0,98.0,28.5,301.0,15.0,47.0,0.8434740785856414,HOCH
46.38311065436588,11.282819980970345,310.0,37.0,12.187499,28.1,-1.6,830.0,102.0,26.0,163.0,18.0,42.0,0.759708283118448,HOCH
46.72428011180981,11.880097661211282,1330.0,40.0,6.979166,21.1,-4.6,849.0,122.0,41.7,71.0,12.0,48.0,0.5896467667289091,MITTEL
46.480319154985,11.262216920293232,311.0,22.0,12.454169,28.6,-1.6,860.0,106.0,26.7,92.0,16.0,48.0,0.7265671110092887,HOCH
46.68658413249887,10.607653928695283,1544.0,39.0,5.7083335,19.5,-6.3,529.0,69.0,33.8,152.0,16.0,47.0,0.4799485338200729,MITTEL
46.57910727148798,11.611715682593298,1391.0,17.0,7.1166663,21.3,-4.3,738.0,101.0,40.8,342.0,15.0,42.0,0.6013370951934445,HOCH
46.53716167219623,11.777808740454702,1946.0,19.0,3.8708332,16.9,-7.0,1015.0,136.0,35.3,251.0,16.0,41.0,0.20377275953833934,NIEDRIG
46.350618864502486,11.33670232844682,832.0,24.0,9.645833,24.7,-2.6,663.0,80.0,33.4,164.0,20.0,40.0,0.6895871306660559,HOCH
46.57215506266891,10.553655035937254,1418.0,37.0,6.1625,20.6,-6.1,492.0,68.0,40.4,239.0,12.0,50.0,0.3839784437096399,MITTEL
46.60912322891836,11.379946604604308,927.0,33.0,8.958334,23.8,-3.1,737.0,97.0,36.9,252.0,14.0,51.0,0.7934507292195279,HOCH
46.806483191776536,11.98692750772681,1376.0,32.0,7.2708335,21.7,-4.7,837.0,121.0,40.2,142.0,12.0,47.0,0.41800851337817035,MITTEL
46.601681612032486,11.585994101332837,1009.0,20.0,8.695834,23.5,-3.3,744.0,99.0,38.2,215.0,17.0,47.0,0.7770356028091249,HOCH
46.56545600844298,11.552435850506996,974.0,12.0,9.1375,24.3,-3.2,737.0,97.0,37.0,270.0,16.0,45.0,0.8022501528129543,HOCH
46.42576986456934,11.349238433020709,531.0,36.0,12.375,28.5,-1.4,865.0,110.0,26.5,292.0,16.0,46.0,0.7578484617166091,HOCH
46.31443709945472,11.278788704654216,287.0,25.0,12.125,27.8,-1.4,873.0,108.0,23.5,301.0,22.0,44.0,0.7642477947809835,HOCH
46.22945353763133,11.212943563568222,546.0,15.0,11.570834,27.2,-1.5,784.0,94.0,25.3,284.0,22.0,38.0,0.7834528306430382,HOCH
46.69561174491313,10.50051741685961,1633.0,36.0,6.0874996,20.3,-6.2,567.0,75.0,35.2,173.0,14.0,49.0,0.4193831128343263,MITTEL
46.80109409501621,11.662994011523448,1030.0,31.0,8.204166,22.6,-3.7,849.0,117.0,39.5,162.0,12.0,59.0,0.5526240434458459,MITTEL
46.58257215415532,11.170930925684006,297.0,21.0,11.787498,27.6,-1.6,823.0,96.0,27.3,78.0,17.0,47.0,0.793666314166363,HOCH
46.52411707917843,10.93426944572017,1551.0,27.0,6.9999995,21.4,-4.8,511.0,70.0,41.9,146.0,14.0,45.0,0.3991478162487916,MITTEL
46.59762968705877,11.570508785365918,801.0,28.0,10.1125,25.6,-2.9,790.0,99.0,32.3,207.0,15.0,50.0,0.9114974077093565,HOCH
46.59691874403544,11.094513914729603,788.0,37.0,10.133334,25.2,-2.3,732.0,90.0,32.2,61.0,15.0,48.0,0.8511841575256088,HOCH
46.43282911967888,11.472422927143343,866.0,46.0,8.958333,23.8,-3.1,682.0,88.0,37.4,19.0,16.0,45.0,0.6944565185987234,HOCH
46.84324955842111,11.968106683310827,1173.0,29.0,7.1708336,21.6,-4.8,873.0,124.0,39.8,262.0,12.0,50.0,0.44283259722246193,MITTEL
46.68640672813834,10.607550741604877,1532.0,38.0,5.7083335,19.5,-6.3,529.0,69.0,33.8,141.0,16.0,47.0,0.4778783011452402,MITTEL
46.754869616944674,11.874286525138874,1014.0,22.0,8.433333,23.3,-4.3,826.0,116.0,38.1,268.0,11.0,45.0,0.6243304330493097,HOCH
46.439498128533565,11.47761402508884,1151.0,26.0,8.833333,23.6,-3.1,683.0,88.0,37.5,287.0,14.0,47.0,0.7498974820306081,HOCH
46.52901221123396,11.27997003803938,872.0,13.0,9.966666,25.2,-2.6,695.0,88.0,34.4,174.0,18.0,47.0,0.7599454685658678,HOCH
46.455476878802,11.25440447063902,468.0,18.0,11.966666,28.0,-1.9,824.0,98.0,27.3,63.0,18.0,43.0,0.7960925276689503,HOCH
46.23927659586938,11.225513058209712,376.0,21.0,11.8125,27.4,-1.4,824.0,100.0,23.8,330.0,22.0,38.0,0.8297571534700215,HOCH
46.3156339924021,11.299530249305365,525.0,22.0,11.208335,26.6,-1.8,803.0,96.0,25.7,230.0,23.0,37.0,0.8370607885631648,HOCH
46.322935119263136,11.303619659671783,678.0,28.0,10.620833,25.9,-2.1,743.0,88.0,28.4,284.0,23.0,34.0,0.86761103115624,HOCH
