Latitude,Longitude,Elevation,Slope,BIO01_Historical_Mean,BIO05_Historical_Max,BIO06_Historical_Min,BIO12_Historical_Prec,BIO13_Historical_Prec,BIO15_Historical_Prec,Target,Aspect,Soil_Clay,Soil_Sand
46.759081908167865,12.26130706815689,1539.0,26.0,4,18,-7,1183,157,37,1,209.0,9.0,51.0
46.7613255142583,12.240269943451406,1477.0,10.0,5,19,-6,1114,152,39,1,147.0,13.0,44.0
46.741654780876345,12.22789888865138,1314.0,18.0,6,21,-6,949,136,44,1,159.0,16.0,41.0
46.743625325976645,12.220102462111294,1434.0,28.0,6,21,-6,964,138,43,1,170.0,17.0,45.0
46.76034609015564,11.783954816123524,1804.0,19.0,6,20,-5,951,135,43,1,229.0,12.0,47.0
46.686077656924304,11.892476423846905,1156.0,36.0,7,22,-5,869,128,47,1,57.0,17.0,38.0
46.68471838140809,11.89388406720843,1143.0,25.0,7,22,-5,869,128,47,1,70.0,18.0,39.0
46.95368408625623,11.362479254241515,1362.0,21.0,3,18,-7,996,130,34,1,35.0,10.0,52.0
46.788499996499816,11.950766690415678,877.0,9.0,8,24,-5,888,126,43,1,71.0,13.0,48.0
46.9189940225061,11.798804122252683,1422.0,35.0,3,16,-8,1185,155,34,1,61.0,12.0,46.0
46.92023130520921,11.790426888456318,1583.0,21.0,2,16,-8,1194,155,33,1,120.0,14.0,46.0
46.92170271868026,11.790269396827457,1575.0,27.0,2,15,-8,1201,156,33,1,62.0,14.0,44.0
46.835484134011736,11.478829872683807,1336.0,28.0,5,20,-6,881,123,41,1,159.0,11.0,49.0
47.02531923200996,12.041348479971282,1444.0,22.0,4,18,-8,1216,161,35,1,197.0,12.0,49.0
46.89561728436122,11.86658447423014,1467.0,30.0,5,19,-6,1066,148,40,1,178.0,14.0,49.0
46.60366455436444,11.613648663238902,1194.0,25.0,7,22,-4,777,112,45,1,156.0,14.0,51.0
46.58786135945356,11.208976376164053,444.0,32.0,11,27,-3,740,95,36,1,255.0,17.0,50.0
46.70418478455445,11.872162419463695,1367.0,38.0,6,21,-5,925,135,45,1,155.0,13.0,47.0
46.72314481161225,11.954156204614048,1680.0,26.0,5,19,-6,1024,144,42,1,172.0,12.0,47.0
46.54268073532477,11.326379904082538,1166.0,17.0,9,25,-3,697,94,40,1,112.0,16.0,44.0
46.866192728605895,11.513296249032315,1200.0,35.0,7,22,-5,885,126,43,1,228.0,18.0,41.0
46.61713294732987,11.866765119131644,1839.0,12.0,5,18,-6,1020,143,41,1,67.0,15.0,41.0
46.60975414430544,10.781621323699676,981.0,18.0,8,23,-4,546,79,40,1,12.0,16.0,45.0
46.72649965208715,11.21345889358257,874.0,32.0,8,24,-4,730,102,42,1,265.0,14.0,47.0
46.54774589060285,11.69544092799202,1523.0,30.0,5,20,-6,878,126,44,1,101.0,13.0,46.0
46.74039941434829,11.43577304101998,1669.0,27.0,4,19,-6,805,112,41,1,118.0,14.0,45.0
46.56569779003112,11.52480224307359,602.0,21.0,10,26,-3,781,101,37,1,7.0,16.0,47.0
46.25263267528175,11.253602783375406,667.0,36.0,10,26,-2,633,82,36,1,314.0,19.0,39.0
46.91499097215181,11.69023325235342,1541.0,35.0,3,17,-7,1119,147,34,1,229.0,13.0,47.0
46.88300081672436,11.719059773228317,1209.0,31.0,5,19,-6,1033,142,39,1,205.0,12.0,49.0
46.8920815335991,11.407146326332382,1170.0,24.0,7,22,-5,886,125,42,1,174.0,14.0,48.0
46.439694016427765,11.479957914985633,1203.0,21.0,8,24,-3,671,95,44,1,295.0,14.0,47.0
46.87713260842906,11.492272443680095,1147.0,31.0,7,22,-5,891,126,42,1,223.0,13.0,48.0
46.89012953717707,11.455083352876368,1070.0,29.0,7,23,-5,884,126,43,1,313.0,15.0,45.0
46.48512789628533,11.438533921734685,737.0,21.0,10,26,-3,721,95,39,1,334.0,16.0,47.0
46.53931421594158,11.388833833101238,1017.0,27.0,9,25,-3,705,96,41,1,292.0,16.0,45.0
46.87557337934325,11.49720301415909,1218.0,32.0,7,21,-5,894,127,42,1,176.0,12.0,51.0
46.48833504854909,11.24696177673015,464.0,22.0,11,27,-2,749,95,34,1,40.0,15.0,48.0
46.48020445847947,11.26211888112004,318.0,15.0,11,29,-2,787,99,32,1,107.0,16.0,48.0
46.65019664168008,11.361238427619169,1011.0,32.0,7,22,-4,720,103,44,1,272.0,12.0,49.0
46.87631852966007,11.424746909111176,1331.0,29.0,7,22,-5,876,124,42,1,0.0,13.0,43.0
46.86259739826822,11.484053217456225,990.0,30.0,7,22,-5,873,126,44,1,17.0,12.0,48.0
46.74019373594007,11.437264466866798,1622.0,26.0,4,19,-6,805,112,41,1,154.0,14.0,45.0
46.56460914288428,11.52396537711623,660.0,17.0,10,26,-3,781,101,37,1,356.0,16.0,47.0
46.26870126445248,11.241097905787203,226.0,28.0,12,28,-2,748,93,31,1,292.0,13.0,51.0
46.92747877937543,11.98977417877497,1436.0,23.0,4,17,-7,1166,154,35,1,193.0,13.0,56.0
46.9021462855348,11.878095559361151,1542.0,21.0,5,19,-6,1073,149,40,1,242.0,16.0,45.0
46.89989438416883,11.852021483227515,1579.0,34.0,5,19,-6,1068,149,40,1,178.0,15.0,47.0
46.89643407515389,11.865901557067136,1500.0,33.0,5,19,-6,1067,149,40,1,178.0,14.0,49.0
46.89646703882785,11.867395073291538,1495.0,21.0,5,19,-6,1067,149,40,1,173.0,14.0,49.0
46.89637252373677,11.844160396863264,1421.0,33.0,5,19,-6,1075,149,39,1,195.0,14.0,48.0
46.67603277951456,11.895321555901058,1284.0,35.0,7,22,-5,876,129,47,1,62.0,19.0,39.0
46.24790657535332,11.230960311297313,235.0,23.0,11,27,-2,709,88,32,1,299.0,20.0,48.0
46.560657823103696,11.339124968962542,840.0,11.0,9,24,-3,692,95,41,1,71.0,14.0,57.0
46.74787409260564,11.197447381450196,794.0,23.0,8,23,-4,749,104,40,1,117.0,14.0,51.0
46.56973848954456,11.06542309194517,870.0,36.0,8,23,-4,572,82,44,1,207.0,14.0,47.0
46.64849782638517,11.22636687849305,1265.0,19.0,7,23,-4,638,92,45,1,356.0,16.0,48.0
46.66144823083201,11.550094220510193,812.0,24.0,8,23,-4,819,113,41,1,186.0,15.0,49.0
46.468636679615486,11.576134001648716,1341.0,24.0,5,20,-5,773,110,43,1,183.0,10.0,51.0
46.44344118495835,11.54741290211031,1426.0,25.0,7,21,-4,708,104,46,1,207.0,12.0,46.0
46.63950116804336,11.82720584631784,2123.0,43.0,3,16,-7,1086,147,37,1,104.0,17.0,43.0
46.42571258112106,11.518282439974453,1066.0,49.0,7,22,-4,676,99,46,1,319.0,13.0,50.0
46.52595188593724,11.254519342555655,316.0,44.0,11,28,-2,775,98,33,1,297.0,17.0,48.0
46.53001328128115,11.260522868319416,577.0,30.0,11,27,-2,759,97,34,1,234.0,17.0,47.0
46.54784487281458,11.526224242529624,777.0,29.0,9,25,-3,765,101,39,1,234.0,15.0,49.0
46.57324028392899,11.530836104275089,831.0,30.0,10,26,-3,774,103,39,1,245.0,15.0,49.0
46.58330328739591,11.167226915109625,405.0,40.0,11,28,-2,751,96,35,1,81.0,18.0,46.0
46.39199813061816,11.482740839096952,1193.0,22.0,8,23,-4,647,93,46,1,234.0,11.0,49.0
46.38303068367002,11.272011655078606,278.0,18.0,12,29,-2,812,99,29,1,267.0,16.0,46.0
46.413875918142,11.494176214619394,1023.0,24.0,8,23,-4,663,95,46,1,242.0,12.0,50.0
46.66155396550288,11.187660233289549,435.0,35.0,11,28,-2,778,98,35,1,301.0,15.0,47.0
46.38311065436588,11.282819980970345,310.0,37.0,12,29,-2,809,99,29,1,163.0,18.0,42.0
46.72428011180981,11.880097661211282,1330.0,40.0,7,21,-5,919,133,45,1,71.0,12.0,48.0
46.480319154985,11.262216920293232,311.0,22.0,11,29,-2,787,99,32,1,92.0,16.0,48.0
46.68658413249887,10.607653928695283,1544.0,39.0,6,21,-6,567,78,37,1,152.0,16.0,47.0
46.57910727148798,11.611715682593298,1391.0,17.0,7,21,-5,780,112,44,1,342.0,15.0,42.0
46.53716167219623,11.777808740454702,1946.0,19.0,3,16,-7,1054,144,38,1,251.0,16.0,41.0
46.350618864502486,11.33670232844682,832.0,24.0,10,26,-3,686,89,36,1,164.0,20.0,40.0
46.57215506266891,10.553655035937254,1418.0,37.0,4,18,-8,504,70,37,1,239.0,12.0,50.0
46.60912322891836,11.379946604604308,927.0,33.0,7,22,-4,696,99,44,1,252.0,14.0,51.0
46.806483191776536,11.98692750772681,1376.0,32.0,7,22,-5,917,132,44,1,142.0,12.0,47.0
46.601681612032486,11.585994101332837,1009.0,20.0,8,24,-4,764,108,43,1,215.0,17.0,47.0
46.56545600844298,11.552435850506996,974.0,12.0,9,25,-4,746,103,42,1,270.0,16.0,45.0
46.42576986456934,11.349238433020709,531.0,36.0,11,28,-2,735,92,35,1,292.0,16.0,46.0
46.31443709945472,11.278788704654216,287.0,25.0,12,28,-2,770,94,29,1,301.0,22.0,44.0
46.22945353763133,11.212943563568222,546.0,15.0,11,27,-2,664,82,33,1,284.0,22.0,38.0
46.69561174491313,10.50051741685961,1633.0,36.0,5,20,-7,619,87,37,1,173.0,14.0,49.0
46.80109409501621,11.662994011523448,1030.0,31.0,8,23,-4,873,124,44,1,162.0,12.0,59.0
46.58257215415532,11.170930925684006,297.0,21.0,11,28,-2,762,96,34,1,78.0,17.0,47.0
46.52411707917843,10.93426944572017,1551.0,27.0,6,20,-6,445,64,46,1,146.0,14.0,45.0
46.59762968705877,11.570508785365918,801.0,28.0,9,25,-3,763,106,42,1,207.0,15.0,50.0
46.59691874403544,11.094513914729603,788.0,37.0,8,23,-4,603,86,42,1,61.0,15.0,48.0
46.43282911967888,11.472422927143343,866.0,46.0,8,24,-3,662,94,44,1,19.0,16.0,45.0
46.84324955842111,11.968106683310827,1173.0,29.0,7,21,-6,976,138,42,1,262.0,12.0,50.0
46.68640672813834,10.607550741604877,1532.0,38.0,6,21,-6,567,78,37,1,141.0,16.0,47.0
46.754869616944674,11.874286525138874,1014.0,22.0,7,23,-5,888,126,44,1,268.0,11.0,45.0
46.439498128533565,11.47761402508884,1151.0,26.0,8,24,-3,670,95,44,1,287.0,14.0,47.0
46.52901221123396,11.27997003803938,872.0,13.0,10,27,-2,744,96,35,1,174.0,18.0,47.0
46.455476878802,11.25440447063902,468.0,18.0,11,28,-2,755,95,34,1,63.0,18.0,43.0
46.23927659586938,11.225513058209712,376.0,21.0,11,27,-2,680,84,33,1,330.0,22.0,38.0
46.3156339924021,11.299530249305365,525.0,22.0,10,26,-3,694,88,34,1,230.0,23.0,37.0
46.322935119263136,11.303619659671783,678.0,28.0,10,26,-3,702,89,34,1,284.0,23.0,34.0
46.33341453789939,11.307651372181276,574.0,21.0,11,27,-2,727,91,33,1,285.0,23.0,35.0
46.57356282312112,11.355977499842693,1151.0,34.0,8,24,-3,702,97,42,1,184.0,15.0,49.0
46.542999464422834,11.328247680633824,1163.0,22.0,9,25,-3,697,94,40,1,194.0,15.0,47.0
46.94452006902365,11.378661593727273,1560.0,19.0,4,19,-7,956,129,38,1,340.0,17.0,41.0
46.623146051905536,11.51199615031822,1010.0,37.0,8,23,-4,776,108,42,1,150.0,14.0,51.0
46.48020777168455,11.50337838596804,897.0,22.0,9,25,-3,716,98,41,1,201.0,16.0,49.0
46.68193824552701,10.916725614609456,1884.0,43.0,5,20,-6,599,82,36,1,103.0,12.0,50.0
46.71520152862446,11.9028489381328,1168.0,48.0,7,22,-5,898,130,45,1,58.0,11.0,48.0
46.278591685425845,11.28441497185749,1263.0,16.0,9,24,-3,562,76,41,1,204.0,20.0,39.0
46.61926955856876,11.553090970041982,798.0,27.0,9,25,-3,784,107,41,1,303.0,15.0,45.0
46.43799841700511,11.47776059362148,1116.0,23.0,8,24,-3,670,95,44,1,207.0,16.0,44.0
46.60710453296572,11.139770722003448,611.0,18.0,11,27,-2,742,95,35,1,51.0,14.0,56.0
46.451371049023166,11.466460364625348,1268.0,34.0,9,25,-3,683,95,42,1,214.0,15.0,48.0
46.5587549670059,10.56120267449884,1559.0,21.0,3,17,-8,503,67,33,1,263.0,11.0,49.0
46.98609443925796,11.200891000363136,2547.0,41.0,-1,11,-11,1244,134,18,0,33.0,15.0,50.0
46.35362342124306,11.61998250690712,1298.0,39.0,6,20,-5,798,118,46,0,91.0,13.0,46.0
46.59495397592836,10.687466121493449,1787.0,25.0,5,21,-6,541,75,37,0,357.0,14.0,48.0
46.24583603047749,11.824582059701507,1683.0,34.0,5,18,-6,1003,141,41,0,275.0,13.0,46.0
46.37416179141298,10.897582234165078,1253.0,25.0,6,21,-5,459,63,42,0,208.0,14.0,51.0
46.71624730492222,11.6551807383111,572.0,2.0,10,25,-3,842,114,39,0,216.0,15.0,45.0
46.46123281951834,11.308235643451416,238.0,1.0,13,30,-2,838,103,30,0,90.0,17.0,44.0
46.46196144119681,10.761364813828123,2454.0,14.0,0,12,-11,627,70,22,0,220.0,18.0,42.0
46.53384191588461,11.656872113061226,1797.0,10.0,5,19,-6,866,123,43,0,129.0,17.0,43.0
46.77088696922051,12.10856823426976,1285.0,19.0,7,22,-6,931,134,45,0,109.0,14.0,47.0
46.979319592164224,10.52532231202321,1375.0,35.0,5,20,-7,879,119,33,0,226.0,9.0,51.0
46.47188518655179,12.01218497689958,2164.0,19.0,5,19,-6,1117,158,41,0,259.0,17.0,43.0
46.77323953248494,10.951224459607786,3048.0,38.0,-2,10,-12,1077,113,15,0,164.0,19.0,40.0
46.54068525962174,10.824701709863394,2524.0,36.0,1,14,-9,567,67,25,0,309.0,15.0,47.0
46.47753368964874,11.73940501018854,1447.0,9.0,5,19,-6,943,138,45,0,60.0,13.0,47.0
46.681266753230766,10.889359199766256,2645.0,39.0,2,16,-8,623,78,29,0,75.0,18.0,47.0
46.84635516033129,12.31359811525641,2251.0,28.0,2,15,-9,1399,175,31,0,39.0,15.0,44.0
46.96694953930842,11.239431014854278,2979.0,25.0,0,12,-10,1189,132,20,0,244.0,20.0,44.0
46.68345032742559,11.11113432249941,412.0,6.0,10,26,-3,747,100,38,0,117.0,19.0,44.0
46.488372787226666,10.585090462075447,2547.0,7.0,-2,9,-12,791,85,15,0,90.0,16.0,46.0
46.658975991325846,11.89797322258725,1541.0,3.0,6,21,-5,891,131,46,0,90.0,17.0,40.0
46.44911181827963,11.635644817016583,2048.0,19.0,3,16,-7,906,124,38,0,74.0,16.0,44.0
46.28878583742991,12.000590562068878,975.0,18.0,8,24,-4,962,128,38,0,26.0,19.0,39.0
46.38760453149945,11.944581241260146,1631.0,37.0,6,20,-5,1040,148,42,0,268.0,14.0,48.0
46.38770538563338,10.526846067366812,2995.0,25.0,0,12,-11,582,65,19,0,288.0,17.0,47.0
46.2883831357987,11.94275911374598,1156.0,33.0,6,20,-5,1063,147,39,0,26.0,21.0,36.0
46.91636794498638,10.717187472624373,2700.0,38.0,0,13,-11,957,111,22,0,97.0,17.0,44.0
46.761761345611525,11.193931273083797,1300.0,15.0,7,22,-4,746,104,41,0,38.0,16.0,46.0
46.73686365727773,11.864848947595284,1227.0,26.0,7,21,-5,939,134,44,0,68.0,10.0,48.0
46.5342119007035,11.550017989958278,1059.0,29.0,7,22,-4,755,104,40,0,324.0,18.0,38.0
46.41726583965022,11.850119944391585,2470.0,18.0,1,14,-8,1163,153,32,0,87.0,17.0,44.0
46.64547866386194,11.423893509141278,2206.0,21.0,4,18,-6,743,100,38,0,68.0,15.0,44.0
46.57910638775461,10.70787838472773,2305.0,51.0,3,16,-8,583,73,28,0,14.0,14.0,47.0
46.60778439039109,12.1755560252858,2067.0,50.0,3,16,-8,1229,163,36,0,301.0,16.0,45.0
46.95175455959729,11.451522287932038,1244.0,26.0,5,20,-6,957,130,38,0,128.0,20.0,38.0
46.391063000256246,11.50999656371568,1504.0,39.0,7,21,-4,671,97,47,0,2.0,17.0,40.0
46.460056778901766,10.644466469555196,2916.0,7.0,-2,9,-13,760,80,14,0,68.0,,
46.72635550568744,12.146953631672767,1325.0,16.0,7,22,-6,881,129,46,0,302.0,16.0,40.0
46.92301912536469,11.684954641146897,1955.0,45.0,2,16,-7,1154,148,32,0,139.0,15.0,46.0
46.56093951650879,10.908991447002103,2198.0,22.0,2,15,-8,465,59,31,0,173.0,15.0,46.0
46.872067457390166,11.509063737258552,1255.0,39.0,7,21,-5,898,127,42,0,170.0,13.0,53.0
46.95116718494444,11.16677873598475,3341.0,15.0,-2,9,-12,1287,135,15,0,154.0,,
46.56937397440089,10.92674616663212,2524.0,21.0,3,17,-8,479,62,33,0,141.0,17.0,48.0
46.472018485288864,11.159805703792456,1429.0,22.0,7,23,-4,527,76,46,0,145.0,18.0,40.0
46.56165663549361,11.455592455741598,1382.0,17.0,8,23,-4,697,100,45,0,142.0,15.0,45.0
46.49814987045324,10.724660392826546,2015.0,36.0,0,12,-10,578,66,22,0,310.0,14.0,48.0
46.40356047514705,10.815214279350416,1484.0,33.0,4,18,-7,381,52,41,0,30.0,10.0,50.0
46.51885386362555,11.815132014162584,2740.0,26.0,0,12,-9,1165,141,26,0,242.0,17.0,42.0
46.42983842933063,12.30025161613931,1177.0,41.0,6,20,-6,1136,152,38,0,43.0,21.0,37.0
47.02352096157448,10.77743347626783,2056.0,20.0,1,13,-9,1077,124,22,0,225.0,13.0,48.0
46.62951852750294,11.64037596733822,1295.0,43.0,8,23,-4,793,113,44,0,333.0,17.0,45.0
46.50408390605219,10.562320836771509,3231.0,48.0,-1,10,-12,777,84,16,0,116.0,15.0,49.0
46.34477039562012,10.94848763792339,1397.0,15.0,8,22,-4,461,63,43,0,328.0,18.0,43.0
46.76438316178408,10.953150150667003,2610.0,25.0,-2,10,-12,1029,109,16,0,204.0,20.0,43.0
46.42218032505918,11.19175502538742,1407.0,18.0,7,23,-4,526,75,46,0,216.0,13.0,47.0
46.73268405655634,11.188255732870854,865.0,30.0,9,25,-3,759,104,39,0,199.0,13.0,50.0
46.87922365732392,11.246301619639558,2324.0,37.0,2,16,-8,907,116,31,0,167.0,14.0,46.0
46.48475138678288,12.062496421794163,2120.0,30.0,2,16,-8,1271,171,37,0,77.0,17.0,39.0
46.912591863850416,11.80165682600894,1499.0,42.0,3,16,-8,1170,154,34,0,40.0,11.0,47.0
46.79543305407216,10.91235850932457,2817.0,35.0,-2,9,-12,1109,115,15,0,323.0,,
46.74292442846475,10.924054575474216,2307.0,55.0,0,13,-10,840,96,22,0,125.0,19.0,43.0
46.54586747025967,12.259254641449076,1460.0,17.0,4,18,-7,1208,162,37,0,207.0,11.0,51.0
46.33890173933568,12.252161382279857,1456.0,26.0,6,21,-5,1095,145,38,0,305.0,16.0,45.0
46.783204471753926,11.513001363512275,2127.0,40.0,3,16,-7,941,124,35,0,122.0,15.0,44.0
47.01112762819192,10.82767545167541,2634.0,29.0,0,12,-11,1206,132,20,0,208.0,20.0,41.0
46.42193547906588,11.490940751773666,1119.0,13.0,8,23,-4,664,95,45,0,262.0,14.0,45.0
46.93191352378753,11.54450167134401,1593.0,30.0,3,17,-7,1034,134,34,0,245.0,11.0,47.0
46.5073774582141,11.13448824594454,1470.0,8.0,7,21,-4,511,75,46,0,224.0,20.0,36.0
46.55138767910523,12.101806258197849,1692.0,35.0,5,19,-6,1080,152,42,0,350.0,18.0,41.0
46.29641764929711,11.70108841609881,1528.0,16.0,5,18,-6,903,131,43,0,267.0,13.0,51.0
46.76187833950062,11.969069965474093,1430.0,33.0,7,22,-5,941,134,43,0,297.0,13.0,46.0
46.97767349262156,11.196669850665277,2867.0,32.0,-1,10,-12,1284,135,16,0,0.0,,
46.47248215838246,11.03143717819426,1304.0,32.0,6,21,-5,474,68,47,0,253.0,19.0,40.0
47.0209081166421,11.339050882698466,1625.0,34.0,3,17,-7,1032,133,33,0,35.0,10.0,46.0
